Agency,Uploaded On,Description,Saved
Department of State,2/26/2025,"A SPORTS COURSE FOCUSED ON ENTREPRENEURSHIP AND TECH, IN ENGLISH, IN MARTINIQUE. #GAMES4ALL",1000.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,5000.0
Department of State,2/26/2025,SUPPORT THEIR ELECTION NIGHT PROGRAMMING. E-READERS/IPADS FOR ACCESSING ELIBRARYUSA,1000.0
Department of State,2/26/2025,TO CO-FUND GEORGIAN TRANSLATION AND PUBLISHING COSTS OF THE BOOK SELECTED POEMS BY RON PADGETT THROUGH THE BOOK TRANSLATION PROGRAM.,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,1000.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,1000.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,1000.0
Department of State,2/26/2025,TO ORGANIZE A CONFERENCE ON AMERICAN LITERATURE WITH THE U.S. ROME YOUTH COUNCIL AND A PUBLIC CELEBRATION OF THE PRIDE IN COLLABORATION WITH THE U.S. EMBASSY ROME YOUTH COUNCIL AND NABA (NUOVA ACCADEMIA DELLE BELLE ARTI ),0.0
Department of State,2/26/2025,,5000.0
Department of State,2/26/2025,"FJSL IS AWARDED A GRANT TO SUPPORT THE TRAVEL AND PARTICIPATION OF A LUXEMBOURG DELEGATION OF YOUNG SCIENTISTS AT THE 2025 ISEF IN OHIO, USA, IN ORDER TO PROMOTE STEM EDUCATION AND FOSTER THE NEXT GENERATION OF SCIENTISTS AND INVENTORS IN LUXEMBOURG.",5000.0
Department of State,2/26/2025,"TO STRENGTHEN THE NETWORK OF AMERICAN CORNER COORDINATORS IN MONTENEGRO AND TO RECOGNIZE THEIR EFFORTS IN CREATING, IMPLEMENTING, MONITORING, EVALUATING, AND REPORTING ON AC PROGRAMS IN ALIGNMENT WITH STATE DEPARTMENT AND EMBASSY POLICY GOALS.",0.0
Department of State,2/26/2025,TO CELEBRATE THE 248TH ANNIVERSARY OF THE UNITED STATES BY PLANTING 248 TREES ALONG INDEPENDENCE AVENUE IN ABUJA.,0.0
Department of State,2/26/2025,,5000.0
Department of State,2/26/2025,,1000.0
Department of State,2/26/2025,"POWER OF STORYTELLING CONFERENCE WITH GUEST SPEAKER AND MENTOR JACQUI BANASZYNSKI, PULITZER PRIZE WINNER AND EDITOR OF NIEMAN STORYBOARD PROMOTING NARRATIVE JOURNALISM TO ROMANIAN JOURNALISTS AND NEWSROOMS.",500.0
Department of State,2/26/2025,TO INSTALL A BOREWELL FOR KPETEWOMA COMMUNITY TO IMPROVE ACCESS TO SAFE DRINKING WATER AND REDUCE WATERBORNE DISEASES.,0.0
Department of State,2/26/2025,,5000.0
Department of State,2/26/2025,,1000.0
Department of State,2/26/2025,,1000.0
Department of State,2/26/2025,,1000.0
Department of State,2/26/2025,"US EMBASSY PARTNERS WITH NATIONAL MUSEUMS OF KENYA, LAMU (NMK) TO ORGANIZE PROJECTS OR SERIES OF ACTIVITIES THAT SUPPORT CULTURAL AND INFORMATION PROGRAMS IN LINE WITH THE ICS GOALS. THE GRANT RUNS FROM SEPTEMBER 2024 TO SEPTEMBER 2025.",2500.0
Department of State,2/26/2025,,5000.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,2000.0
Department of State,2/26/2025,AN AWARD TO SUPPORT THE SYNDICAT NATIONAL DES JOURNALISTES COMORIENS IMPLEMENTING THE PROJECT ON HOW TO RAISE PUBLIC AWARENESS AND PROMOTE ACTION CONCERNING THE IMPACTS OF CLIMATE CHANGE IN COMOROS.,4999.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,3671.0
Department of State,2/26/2025,,2158.0
Department of State,2/26/2025,TO CO-FUND GEORGIAN TRANSLATION AND PUBLISHING COSTS OF THE BOOK A WIZARD'S GUIDE TO DEFENSIVE BAKING BY URSULA VERNON THROUGH THE BOOK TRANSLATION PROGRAM.,0.0
Department of State,2/26/2025,FY24 GEP SAEG FULBRIGHT COMMISSION URUGUAY,0.0
Department of State,2/26/2025,"THE PURPOSE OF AMERICAN CORNER VELIKO TARNOVO'S ANNUAL PROGRAMMING IS TO ADVANCE MISSION PRIORITIES ON ECONOMIC EMPOWERMENT, INCLUSION, AND PEOPLE-TO-PEOPLE ENGAGEMENT TO ENSURE BULGARIA REMAINS A STRONG, RELIABLE PARTNER OF THE UNITED STATES.",0.0
Department of State,2/26/2025,,4884.0
Department of State,2/26/2025,,964.5
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,CHECK YOUR FACTS WORKSHOPS,960.0
Department of State,2/26/2025,,2000.0
Department of State,2/26/2025,"EXPLORE DIVERSITY IN FRANCE AND AMERICA, AS IT HAS BEEN PORTRAYED IN U.S. AND FRENCH FILMS, WITH TEACHERS AND HIGH SCHOOL STUDENTS.",957.04
Department of State,2/26/2025,COMMUNITY LATRINE IN MARGIBI: CONSTRUCTION OF COMMUNITY LATRINE AND HANDWASHING STATIONS IN SCHOOL INCLUDING HEALTH EDUCATION AND GIRL-FRIENDLY SPACES WITH SANITARY SUPPLIES,1194.5
Department of State,2/26/2025,"RENOVATION OF A FOUR-CLASSROOM SCHOOL, ENHANCING ACCESS TO EDUCATION FOR SIX TOWNS, PARTICULARLY BENEFITTING WOMEN AND REDUCING STUDENT TRAVEL TIME",1192.2
Department of State,2/26/2025,,1198.5
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,"THE PURPOSE OF THE AWARD IS TO CONTRIBUTE TO SHARED US - SK VALUES THROUGH PROMOTING US CULTURE AND ENGLISH LANGUAGE, AND ACTIVITIES FOCUSED ON THE CULTURAL AND HISTORICAL HERITAGE OF BOTH NATIONS.",0.0
Department of State,2/26/2025,,1183.75
Department of State,2/26/2025,FY22 GEP HUMPHREY- COMMISSION EGYPT,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,TO SUPPORT PCO IMPLEMENTING ITS PROJECT AIMING AT TARGETING POLITICAL APATHY AND IGNORANCE AMONG RURAL MALAGASY THROUGH DISTRIBUTION OF INEXPENSIVE RADIOS WITH SD CARDS.,1690.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,PROVISION OF A BOREHOLE WITH TEN (10) STAND TAPS.,200.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,TO ENHANCE ENVIRONMENTAL PROTECTION EFFORTS BY EXPANDING SEED DEVELOPMENT FOR INDIGENOUS TREE SPECIES AND PROMOTING COMMUNITY ENGAGEMENT IN TREE REHABILITATION,4500.0
Department of State,2/26/2025,PURCHASE EQUIPMENT FOR LOCAL PROCESSING OF CORN INTO COUSCOUS,896.6
Department of State,2/26/2025,FY 23 GEP TEACHER PROGRAM FULBRIGHT COMMISSION PERU,0.0
Department of State,2/26/2025,,460.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,FY 25 GEP TEACHER PROGRAM - US-UK FULBRIGHT COMMISSION,0.0
Department of State,2/26/2025,,868.0
Department of State,2/26/2025,"INSTITUTO FRANKLIN DE VERACRUZ, A.C. WILL HOLD APPROXIMATELY 20 PROGRAMS DURING THE 2024-2025 ACADEMIC SCHOOL YEAR ON A VARIETY OF TOPICS IN SUPPORT OF U.S. FOREIGN POLICY.",2604.0
Department of State,2/26/2025,REHABILITATION OF NON FUNCTIONAL WATER POINTS ON KOME ISLAND THROUGH REPAIRS/RECONSTRUCTION OF COMPONENTS OF THE EXISTING WATER SUPPLY SYSTEM (BOREHOLES).,1888.0
Department of State,2/26/2025,"VISUAL PROGRAMMING & GAME DEVELOPMENT BOOTCAMP PROGRAM AIMS TO EMPOWER 100+ HIGH AND MIDDLE SCHOOL STUDENTS IN VLORA WITH CODING SKILLS AND GAME DEVELOPMENT KNOWLEDGE THROUGH A SERIES OF IN PERSON AND ONLINE WORKSHOPS, HANDS-ON BOOTCAMP, FOSTERING CREATI",4000.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,DEVELOPMENT OF A POULTRY FARM,200.0
Department of State,2/26/2025,"TO SUPPORT A BOOK PRESENTATION AND WORKSHOP HELD BY AN AFRO-AMERICAN AUTHOR/SPEAKER DURING THE 4TH EDITION OF BLACK HISTORY MONTH TORINO: FESTIVAL 2025, ORGANIZED BY THE SUB-SAHARAN AFRICA AND SECOND-GENERATION WOMEN'S ASSOCIATION.",0.0
Department of State,2/26/2025,SUPPORT IMPLEMENTATION OF THE PROJECT REDISCOVERING CULTURAL AND DIPLOMATIC TIES: LUDOLFS LIBERTS' PAINTING AND LATVIAN-AMERICAN RELATIONS,1500.0
Department of State,2/26/2025,COUNTERING MISINFORMATION AND DISINFORMATION THROUGH MEDIA LITERACY ENGAGEMENT IN LIBERIA PROJECT WILL EMPOWER UPCOMING MEDIA PRACTITIONERS WITH THE RELEVANT MEDIA LITERACY KNOWLEDGE AND SKILLS TO COUNTER FALSE INFORMATION IN LIBERIA THROUGH THE MEDIA.,4000.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,ENABLE TWO WINNERS OF THE SWISS YOUTH SCIENCE COMPETITION TO ATTEND THE GENIUS OLYMPIAD IN THE UNITED STATES.,800.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,2400.0
Department of State,2/26/2025,,2000.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,TO ENHANCE THE SOCIO-ECONOMIC STABILITY AND FINANCIAL SECURITY OF INDIVIDUALS WITH DISABILITIES BY EXPANDING A POULTRY PROJECT THAT PROVIDES SUSTAINABLE INCOME AND IMPROVED NUTRITION,4000.0
Department of State,2/26/2025,PURCHASE OF MATERIAL AND EQUIPMENT TO CLEAN THE SCHOOL ENVIRONMENT,1798.0
Department of State,2/26/2025,"EMPOWERING YOUTH OF VLORA FOR A SUSTAINABLE FUTURE PROGRAM AIMS TO EMPOWER 50+ YOUTH FROM AC VLORA BY PROVIDING THEM WITH KNOWLEDGE AND SKILLS IN GREEN ENTREPRENEURSHIP, INNOVATION, AND SUSTAINABLE SOLUTIONS. THE PROGRAM WILL FOSTER A NEW GENERATION OF E",3800.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,FY2022 U.S. INDIA EDUCATIONAL FOUNDATION- TEACHER EXCHANGE,0.0
Department of State,2/26/2025,,3673.0
Department of State,2/26/2025,FY23 GEP TEACHER PROGRAM FULBRIGHT COMMISSION INDONESIA,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,3500.0
Department of State,2/26/2025,THIS GRANT TO ASOCIACION TALENTO PARA EL FUTURO WILL COVER THE COST OF MANAGING THE APPLICATION AND SELECTION PROCESSES OF SPANISH AND ANDORRAN HIGH SCHOOL STUDENTS FOR THE BENJAMIN FRANKLIN TRANSATLANTIC FELLOWS (BFTF) IN SUMMER OF 2025.,0.0
Department of State,2/26/2025,PURCHASE EQUIPMENT AND MATERIALS FOR EMBROIDERY AND TRAIN THE WOMEN LIVING AROUND THE PROTECTED AREA OF MAROMIZAHA,680.0
Department of State,2/26/2025,IMPROVED ACCESS TO PORTABLE WATER. PURCHASE MATERIALS FOR CONSTRUCTION OF HAND PUMP TO PROVIDE SAFE DRINKING WATER,846.5
Department of State,2/26/2025,,555.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,PURCHASE OF RICE MILLING MACHINE,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,"THE PROGRAM CONSISTS OF HANDS-ON AND MINDS-ON WORKSHOPS AIMED TO DEVELOP CRITICAL THINKING AND PROBLEM-SOLVING SKILLS IN YOUTHS AND THEIR KNOWLEDGE IN ELECTRONICS, COMPUTER PROGRAMMING, ROBOTICS AND CODING.",1600.0
Department of State,2/26/2025,POULTRY DEVELOPMENT PROJECT FOR THE WOMEN IN KUNTAYA.,180.0
Department of State,2/26/2025,POULTRY BREEDING. PURCHASE OF GRANULAR AND INCUBATOR MACHINE.,1236.0
Department of State,2/26/2025,HUBERT H. HUMPHREY FELLOWSHIP PROGRAM,0.0
Department of State,2/26/2025,FY25 GEP TEACHER PROGRAM FULBRIGHT COMMISSION NEPAL,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,"THE PROGRAM WILL EMPOWER THIRTY STUDENTS BETWEEN FOURTEEN AND NINETEEN YEARS OLD ON FINANCIAL LITERACY, ENTREPRENEURSHIP, SUCCESS SKILLS FOR WORK-READINESS AND CAREER PERSPECTIVES.",0.0
Department of State,2/26/2025,"""TRAILBLAZERS: EMPOWERING OUTDOOR AMBASSADORS FOR A GREENER TOMORROW"" PROGRAM AIMS TO EMPOWER AND INSPIRE OVER 50 YOUTH FROM KUKES BY PROVIDING THEM WITH HANDS-ON EXPERIENCES AND MENTORSHIP IN THE GREEN ECONOMY. THROUGH EDUCATIONAL WORKSHOPS, FIELD VISIT",3000.0
Department of State,2/26/2025,,1200.0
Department of State,2/26/2025,FY24-GEP-EDUCATIONUSA-FULBRIGHT COMMISSION JAPAN,0.0
Department of State,2/26/2025,FUNDING FOR FULBRIGHT HUBERT H. HUMPHREY FELLOWSHIP PROGRAM,0.0
Department of State,2/26/2025,SUPPORT BERLIN CRITICS' WEEK WHICH PRESENTS INTERNATIONAL FILMS AND DISCUSSION FORMATS AIMING TO ADVANCE THE DISCOURSE ON FILM POLITICS AND CULTURE DURING GERMANY'S LARGEST FILM FESTIVAL AND ONE OF THE BIGGEST FILM FESTIVALS IN THE WORLD (ICS GOAL 1.2).,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,THIS GRANT WILL COVER DIFFERENT ACTIVITIES; ONE STEM IN KIGALI AND ONE STEM FAIR IN RUBAVU AT UTB AMERICAN SPACE PLUS ONE VISIT PER SCHOOL TO TWO SCHOOLS FOR OUTREACH PROGRAMS.,200.0
Department of State,2/26/2025,"THE INVESTMENT READINESS WORKSHOP FOR START-UP WOMEN OWNED BUSINESSES PROGRAM IS WORKSHOP DESIGNED TO EMPOWER WOMEN ENTREPRENEURS AND EQUIP THEM WITH THE KNOWLEDGE, SKILLS, AND CONFIDENCE NEEDED TO SUCCESSFULLY SECURE FUNDING FOR THEIR BUSINESSES.",3000.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,400.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,3000.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,1000.0
Department of State,2/26/2025,,3000.0
Department of State,2/26/2025,"EMPOWER COOPERATIVES IN ENTREPRENEURSHIP AND AGRICULTURAL DEVELOPMENT AND ENHANCE FOOD SECURITY, STRENGTHEN THE BUSINESS ENABLING ENVIRONMENT FOR COOPERATIVES IN KITWE AND LUSAKA RURAL.",600.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,TO CO-FUND GEORGIAN TRANSLATION AND PUBLISHING COSTS OF THE BOOK REBECCA OF SUNNYBROOK FARM BY KATE DOUGLAS WIGGIN THROUGH THE BOOK TRANSLATION PROGRAM.,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,855.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,,2719.8
Department of State,2/26/2025,"TO INFORM ABOUT THE EDUCATIONUSA SERVICES AND THE OPPORTUNITIES FOR STUDY IN THE UNITED STATES, AND PROVIDE GUIDANCE AND ASSISTANCE THROUGHOUT THE APPLICATION PROCESS.",0.0
Department of State,2/26/2025,"TO BRIDGE THE GENDER GAP IN STEM BY EQUIPPING YOUNG GIRLS FROM LOW-INCOME BACKGROUNDS IN BENIN CITY WITH TECH SKILLS, EMPOWERING THEM TO APPLY THEIR KNOWLEDGE, AND FOSTERING CONFIDENCE IN THE AVAILABILITY OF STEM OPPORTUNITIES FOR GIRLS.",2685.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,"TO SUPPORT THE EXHIBITION HERE COMES BART!, SIMPSONS CARTOON ART, FROM THE COLLECTION OF WILLIAM HEETER AND KRISTI CORREA AT THE KARIKATURMUSEUM KREMS FROM JULY 13, 2024, THROUGH JUNE 29, 2025.",514.0
Department of State,2/26/2025,FULBRIGHT HUBERT H. HUMPHREY FELLOWSHIP PROGRAM,0.0
Department of State,2/26/2025,MACBOOK,0.0
Department of State,2/26/2025,"LGBT OLDER ADULTS, AS A LESS VISIBLE SOCIAL MINORITY GROUP, OFTEN EXPERIENCE SOCIAL MARGINALIZATION, EXCLUSION, ISOLATION, AND LONELINESS. THEY ARE ALSO LIKELY TO FACE DISCRIMINATION IN ELDER CARE INSTITUTIONS, WHICH PROFOUNDLY IMPACTS THEM.",0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,998.0
Department of State,2/26/2025,,2471.0
Department of State,2/26/2025,,2417.5
Department of State,2/26/2025,,2416.5
Department of State,2/26/2025,FY24 GEP HUMPHREY PROGRAM FULBRIGHT COMMISSION ISRAEL,0.0
Department of State,2/26/2025,FY24-GEP-HUMPHREY/INSTITUTIONAL LINKAGES-FULBRIGHT SRI LANKA,0.0
Department of State,2/26/2025,FY2022-HUMPHREY PROGRAM-COMMISSION CHILE,0.0
Department of State,2/26/2025,2020-2021 HUMPHREY FELLOWSHIP PROGRAM/ PROGRAM SUPPORT,0.0
Department of State,2/26/2025,,2212.5
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,2000.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,"THE NKOK CLEAN PROJECT IS AN ENVIRONMENTAL PROJECT THAT CONSISTS ON THE ONE HAND, IN WASTE MANAGEMENT, AND ON THE OTHER HAND, IN CLEANING UP THE ROADS LOCATED IN THE NKOK VILLAGE. IT AIMS TO RESPOND TO THE PROBLEM OF CLIMATE CHANGE, FOOD SELF-SUFFICIENCY",2000.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,,2000.0
Department of State,2/26/2025,TO PROMOTE INCLUSION AND EXPAND OPPORTUNITIES FOR DEAF PEOPLE THROUGH A WELL ESTABLISHED AND GOVERNED SIGN LANGUAGE INTERPRETING PROFESSION IN ZAMBIA.,400.0
Department of State,2/26/2025,"ENHANCING CIVIC EDUCATION, PROVIDING TRAINING AND MENTORSHIP PROMOTING INCLUSIVE POLITICAL PRACTICES, AND STRENGTHENING INSTITUTIONAL SUPPORT FOR YOUTH ENGAGEMENTS.",400.0
Department of State,2/26/2025,TO CONDUCT CAPACITY-BUILDING WORKSHOPS TO ADDRESS THE URGENT NEED FOR CLIMATE ACTION BY EDUCATING AND EMPOWERING THESE KEY GROUPS.,2000.0
Department of State,2/26/2025,TO FOSTER AND NURTURE ENTREPRENEURIAL TALENT WITHIN ZAMBIA'S UNIVERSITY AND MINING COMMUNITIES.,400.0
Department of State,2/26/2025,FY23 GEP TEACHER PROGRAM FULBRIGHT COMMISSION MEXICO,0.0
Department of State,2/26/2025,,1937.0
Department of State,2/26/2025,2022-2023 HUMPHREY FELLOWSHIP PROGRAM IN INDIA VIA USIEF,0.0
Department of State,2/26/2025,FY 2021 EDUCATIONUSA,0.0
Department of State,2/26/2025,"CONCEIVED IN COOPERATION WITH THE MUNICH CITY LIBRARY, THIS PROGRAM WILL INTRODUCE CHILDREN AND THEIR FAMILIES TO THE BIOGRAPHIES OF AFRICAN-AMERICANS WHO LEFT AN INDELIBLE MARK ON U.S. HISTORY (ICS GOAL 1.2).",0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,FY22 GEP TEACHER PROGRAM- PERU COMMISSION,0.0
Department of State,2/26/2025,,1600.0
Department of State,2/26/2025,FULBRIGHT TEACHING EXCELLENCE AND ACHIEVEMENT PROGRAM,0.0
Department of State,2/26/2025,FULBRIGHT DISTINGUISHED AWARDS IN TEACHING PROGRAM,0.0
Department of State,2/26/2025,FY2021-2022 FULBRIGHT TEACHING EXCELLENCE AND ACHIEVEMENT PROGRAM,0.0
Department of State,2/26/2025,GRANT TO SUPPORT AC UNAND PADANG CELEBRATING WORLD ENVIRONMENT DAY SERIES,0.0
Department of State,2/26/2025,PROCURE PLAY EQUIPMENT FOR THE KINDERGARTEN,0.0
Department of State,2/26/2025,FY23 GEP TEACHER PROGRAM FULBRIGHT COMMISSION NEPAL,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,420.0
Department of State,2/26/2025,,1350.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,FY24 GEP TEACHER PROGRAM FULBRIGHT COMMISSION NEPAL,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,1250.0
Department of State,2/26/2025,TRANSCRIPTION AND VIDEO EDITING SOFTWARE,250.0
Department of State,2/26/2025,"THE PROGRAM WILL EMPOWER 20-25 STUDENTS BETWEEN 15-19 YEARS ON PLASTIC POLLUTION PROPERTIES, LIFESPAN AND EFFECTS ON HUMAN HEALTH AND THE ENVIRONMENT",1250.0
Department of State,2/26/2025,THE FUNDS WILL BE USED TO ORGANIZE A PUBLIC DIPLOMACY OUTREACH PROGRAM WITH UKRAINIAN REFUGEES LIVING IN THE AREA.,1172.03
Department of State,2/26/2025,FY22-HUMPHREY- COMMISSION ECUADOR,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,FY23 GEP TEACHER PROGRAM FULBRIGHT COMMISSION - SLOVAKIA,0.0
Department of State,2/26/2025,FY24 GEP TEACHER PROGRAM FULBRIGHT COMMISSION CZECH REPUBLIC,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,FY24 GEP TEACHER PROGRAM FULBRIGHT COMMISSION INDONESIA,0.0
Department of State,2/26/2025,FULBRIGHT HUBERT H. HUMPHREY FELLOWSHIP PROGRAM,0.0
Department of State,2/26/2025,2022-2023 FULBRIGHT TEACHING EXCELLENCE AND ACHIEVEMENT PROGRAM IN NEPAL,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,720.0
Department of State,2/26/2025,,0.0
Department of State,2/26/2025,FY22-GEP- TEACHER PROGRAM- COMMISSION CANADA,0.0
Department of State,2/26/2025,2022 FULBRIGHT TEACHING EXCELLENCE AND ACHIEVEMENT PROGRAM IN ECUADOR,0.0
Department of State,2/26/2025,FY23 GEP TEACHER PROGRAM FULBRIGHT COMMISSION TURKEY,0.0
Department of State,2/26/2025,2021-2022 FULBRIGHT DISTINGUISHED AWARDS IN TEACHING PROGRAM FOR INTERNATIONAL TEACHERS,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,500.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,500.0
Department of State,2/26/2025,TO PROVIDE SUPPORT FOR YILAN AMERICAN SHELF TO MAINTAIN A WELCOMING SPACES FOR EV AUDIENCE AND HOST PROGRAMS ALIGN WITH AMERICAN SPACES PILLARS AND AIT ICS GOALS OF BUILDING PEOPLE TO PEOPLE TIES BETWEEN THE US AND TAIWAN.,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,500.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,500.0
Department of State,2/26/2025,FY24 GEP TEACHER PROGRAM FULBRIGHT COMMISSION - SLOVAKIA,0.0
Department of State,2/26/2025,FY22 GEP TEACHER PROGRAM- COMMISSION MOROCCO,0.0
Department of State,2/26/2025,FY22-GEP-TEACHER PROGRAM- COMMISSION HUNGARY,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,250.0
Department of State,2/26/2025,FY24 GEP TEACHER PROGRAM FULBRIGHT COMMISSION HUNGARY,0.0
Department of State,2/26/2025,DESCRIPTION MASKED FOR PII PURPOSES,0.0
Department of State,2/26/2025,FY24 GEP TEACHER PROGRAM FULBRIGHT COMMISSION ECUADOR,0.0
Department of State,2/26/2025,"TO SUPPORT BLACK WOMEN LAWYERS IN BRAZIL THROUGH A SERIES OF PROFESSIONAL DEVELOPMENT SESSIONS, AN IMMERSIVE EXPERIENCE, AND A TRIP TO WASHINGTON/DC.",0.0
Department of State,2/26/2025,,373054.0
Department of State,2/27/2025,,3946720.0
Department of State,2/27/2025,ADMINISTER THE INCREASE AND DIVERSIFY EDUCATION ABROAD FOR U.S. STUDENTS (IDEAS) PROGRAM,1906921.0
Department of State,2/27/2025,,1618658.0
Department of State,2/27/2025,,1598646.0
Department of State,2/27/2025,,1498000.0
Department of State,2/27/2025,,1480001.0
Department of State,2/27/2025,,1448436.0
Department of State,2/27/2025,,1463231.0
Department of State,2/27/2025,"THIS PROJECT WILL BOLSTER INTERNATIONAL COOPERATION, STRENGTHEN LOCAL COORDINATION MECHANISMS, FURTHER DEVELOP THE SKILLS OF WOMEN LAW ENFORCEMENT/JUSTICE SECTOR OFFICIALS AND FURTHER OPERATIONALIZE AML/CTF LAWS FOR PROSECUTORS AND JUDGES IN PAKISTAN.",1197488.0
Department of State,2/27/2025,,1205300.0
Department of State,2/27/2025,,1225015.0
Department of State,2/27/2025,,1187407.0
Department of State,2/27/2025,,1068000.0
Department of State,2/27/2025,,1000000.0
Department of State,2/27/2025,,999109.0
Department of State,2/27/2025,,1000000.0
Department of State,2/27/2025,,881303.0
Department of State,2/27/2025,RULE OF LAW PROGRAM WHICH WILL INCREASE ACCESS TO JUSTICE FOR VULNERABLE POPULATIONS IN THE CENTRAL AFRICAN REPUBLIC.,1000000.0
Department of State,2/27/2025,,246810.0
Department of State,2/27/2025,,918679.0
Department of State,2/27/2025,,1000000.0
Department of State,2/27/2025,,855951.0
Department of State,2/27/2025,"TO ADDRESS THE CHALLENGES OF LOW CASE CLOSURE RATES AND INAPPROPRIATE DESIGNATED AS TERRORIST CASES, THUS ENHANCING JUSTICE LAW ENFORCEMENT COOPERATION TO REFINE AND IMPROVE LEGITIMATE TERRORISM CASES.",772525.0
Department of State,2/27/2025,,800000.0
Department of State,2/27/2025,,720000.0
Department of State,2/27/2025,,750000.0
Department of State,2/27/2025,"TO COMBAT THE INCREASED RECRUITMENT BY GROUPS WITH LINKS TO THE ISLAMIC STATE IN EDUCATIONAL SETTINGS, USING SOCIAL MEDIA ALONGSIDE COMMUNITY ENGAGEMENT.",575010.0
Department of State,2/27/2025,,635110.0
Department of State,2/27/2025,,616383.0
Department of State,2/27/2025,TO ENHANCE AMERICAN KNOWLEDGE OF THE STATES OF CENTRAL AND EASTERN EUROPE AND THE FORMER U.S.S.R.,558564.0
