Agency,Description,Uploaded On,Link,Saved
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- TASK ORDER 88- GAO OIG ACCOUNTABILITY LIAISON (GOAL) PROGRAM OFFICE TECHNICAL WRITING SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X21N0182&modNumber=P00006&idvAgencyID=&idvPIID=36C10X20D0007&contractType=AWARD,232574.0
Department of Veterans Affairs,ENTERPRISE PROGRAM MANAGEMENT (EPM)SUPPORT SERVICES,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24C0032&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,941288.0
Department of Veterans Affairs,"VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- MODIFICATION TO UPDATE CLAUSES, KEY PERSONNEL, AND ADMINISTRATION DATA INCLUDING NEW PARTNER ADDITIONS.",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22N0128&modNumber=P00005&idvAgencyID=&idvPIID=36C10X20D0004&contractType=AWARD,20000.0
Department of Veterans Affairs,TOPR 0055 PTSD CONSULTANT OUTREACH,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X21N0118&modNumber=P00011&idvAgencyID=&idvPIID=36C10X20D0002&contractType=AWARD,568143.0
Department of Veterans Affairs,DISTRICT COMMUNICATIONS GROUP BEING AWARDED A VECTOR TASK ORDER.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23N0053&modNumber=P00003&idvAgencyID=&idvPIID=VA119A17D0129&contractType=AWARD,2884333.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT TOPR 72- WORKFORCE MANAGEMENT AND CONSULTING (WMC) HR MODERNIZATION,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X21N0160&modNumber=P00019&idvAgencyID=&idvPIID=36C10X20D0007&contractType=AWARD,8544956.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- TOPR0132 - EMPLOYEE WELL-BEING AND CHIEF WELL-BEING OFFICER BURNOUT MITIGATION SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22N0162&modNumber=P00009&idvAgencyID=&idvPIID=36C10X20D0002&contractType=AWARD,1390609.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) - TOPR 0138 CLINICAL SERVICES COMMUNICATIONS AND DIGITAL MEDIA SUPPORT.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22N0195&modNumber=P00008&idvAgencyID=&idvPIID=36C10X20D0006&contractType=AWARD,680128.0
Department of Veterans Affairs,USPEQ REHABILITATION SURVEYS WITHIN VA MEDICAL AND PSYCHOSOCIAL REHABILITATION PROGRAMS.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23F0072&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0233W&contractType=AWARD,2082276.0
Department of Veterans Affairs,REVISED LCATS TO MEET GOVERNMENT NEEDS,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23N0129&modNumber=P00006&idvAgencyID=&idvPIID=36C10X18D0011&contractType=AWARD,1621978.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- MODIFICATION TO INCREASE CONTRACT CEILING.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0140&modNumber=P00003&idvAgencyID=&idvPIID=36C10X20D0005&contractType=AWARD,3986318.0
Department of Veterans Affairs,REVISED LCATS TO MEET GOVERNMENT NEEDS,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23N0163&modNumber=P00002&idvAgencyID=&idvPIID=VA119A17D0132&contractType=AWARD,1904158.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT TASK ORDER,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X21N0150&modNumber=P00004&idvAgencyID=&idvPIID=36C10X20D0006&contractType=AWARD,328034.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- LMS MANAGEMENT SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23F0090&modNumber=P00002&idvAgencyID=&idvPIID=36C10X20D0004&contractType=AWARD,400026.0
Department of Veterans Affairs,"VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- MODIFICATION TO UPDATE CLAUSES, ADMIN DATA, AND TEAMING PARTNERS.",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22N0172&modNumber=P00010&idvAgencyID=&idvPIID=36C10X20D0006&contractType=AWARD,352617.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- TOPR 150 TCC IPT SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23N0047&modNumber=P00002&idvAgencyID=&idvPIID=36C10X20D0004&contractType=AWARD,1225582.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- TOPR 200 VHA NEUROLOGY CLINICAL ADMINISTRATIVE SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0192&modNumber=P00002&idvAgencyID=&idvPIID=36C10X20D0007&contractType=AWARD,3016531.0
Department of Veterans Affairs,"VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT-MODIFICATION TO UPDATE CLAUSES, KEY PERSONNEL, ADMINISTRATION DATA TO INCLUDE PARTNER ADDITIONS.",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22N0208&modNumber=P00005&idvAgencyID=&idvPIID=36C10X20D0003&contractType=AWARD,110000.0
Department of Veterans Affairs,SUPPORT SERVICES FOR VACO OFFICE OF INTEGRITY AND COMPLIANCE OVERSIGHT & ACCOUNTABILITY,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36S79724P0017&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Veterans Affairs,COMMERCIAL PROFESSIONAL SERVICES,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0225&modNumber=P00003&idvAgencyID=&idvPIID=36C10X23D0017&contractType=AWARD,0.0
Department of Veterans Affairs,PROFESSIONAL CONSULTING SERVICES,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24C0011&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,62504.0
Department of Veterans Affairs,STRATEGIC ACQUISITION MANAGEMENT INITIATIVES/(SAMI) ACQUISITION MANAGEMENT PROGRAM (AMP) MODERNIZATION,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0183&modNumber=P00001&idvAgencyID=&idvPIID=36C10X23D0040&contractType=AWARD,0.0
Department of Veterans Affairs,"VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- MODIFICATION TO UPDATE CLAUSES, KEY PERSONNEL, AND ADMINISTRATION DATA INCLUDING NEW PARTNER ADDITIONS. TASK ORDER FOR HPO EXECUTIVE ADMIN SUPPORT.",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22N0202&modNumber=P00003&idvAgencyID=&idvPIID=36C10X20D0004&contractType=AWARD,811953.0
Department of Veterans Affairs,HUMAN FACTORS SERVICES - HEALTH SYSTEMS OPTIMIZATION,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24P0115&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Veterans Affairs,THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTIONAL PERIOD ONE (1) EXTENSION OF SERVICES THRU MARCH 2025 FOR ACQUISITION SUPPORT SERVICE FOR SAC AS5 AND AS6.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10G24N0139&modNumber=P00001&idvAgencyID=&idvPIID=36C10G22A0005&contractType=AWARD,0.0
Department of Veterans Affairs,WEB BASE RECORDS SEARCH INTERFACE,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C25624P0055&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,70.0
Department of Veterans Affairs,CLOSEOUT AND OBLIGATION PROCESSING SUPPORT SERVICES.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X21F0012&modNumber=P00005&idvAgencyID=&idvPIID=GS00F309GA&contractType=AWARD,0.0
Department of Veterans Affairs,IHT CHANGE MANAGEMENT TRAINING COURSES,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22N0165&modNumber=P00005&idvAgencyID=&idvPIID=36C10X20D0002&contractType=AWARD,2287644.0
Department of Veterans Affairs,TASK ORDER FOR OFFICE OF ENTERPRISE INTEGRATION PROGRAM AND PROJECT MANAGEMENT SUPPORT SERVICES,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0191&modNumber=P00002&idvAgencyID=&idvPIID=VA119A17D0132&contractType=AWARD,14210160.0
Department of Veterans Affairs,TRAIN AND DEVELOP UP TO THIRTY VHA EMPLOYEES TO ATTEND AN EXISTING CONTRACTOR-DEVELOPED TRAINING PROGRAM THAT DIRECTLY SUPPORTS THE ECQ FELLOWSHIP TRAINING PROGRAM.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23F0014&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0140V&contractType=AWARD,684000.0
Department of Veterans Affairs,TRANSITION AND ECONOMIC DEVELOPMENT PROGRAM SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X25N0017&modNumber=P00003&idvAgencyID=&idvPIID=36C10X21D0007&contractType=AWARD,3219886.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- MODIFICATION TO ADD FREE AGENT PARTNERS AND INCLUDE FAR 52.204-27.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23N0142&modNumber=P00002&idvAgencyID=&idvPIID=36C10X20D0007&contractType=AWARD,1843948.0
Department of Veterans Affairs,"VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- MODIFICATION TO UPDATE CLAUSES, KEY PERSONNEL, AND ADMINISTRATION DATA INCLUDING NEW PARTNER ADDITIONS.",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22N0154&modNumber=P00005&idvAgencyID=&idvPIID=36C10X20D0004&contractType=AWARD,1224858.0
Department of Veterans Affairs,TRANSITION AND ECONOMIC DEVELOPMENT PROGRAM SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X25N0018&modNumber=P00003&idvAgencyID=&idvPIID=36C10X21D0007&contractType=AWARD,4235424.0
Department of Veterans Affairs,ACQUISITION LIFECYCLE FRAMEWORK (ALF),3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23P0036&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,1000687.0
Department of Veterans Affairs,VETERANS HEALTH ADMINISTRATION PATIENT SAFETY VIRTUAL UNIVERSITY SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23N0152&modNumber=P00002&idvAgencyID=&idvPIID=VA119A17D0165&contractType=AWARD,0.0
Department of Veterans Affairs,OFFICE OF CLINICAL SERVICES PPROPS AND CPRP,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0162&modNumber=P00002&idvAgencyID=&idvPIID=36C10X20D0006&contractType=AWARD,815717.0
Department of Veterans Affairs,CIDMO-34 SYSTEMS SAFETY AND INSTRUCTIONS SYSTEMS DESIGN SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24C0025&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Veterans Affairs,OHVP BPA 2023 - 2028,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0193&modNumber=P00001&idvAgencyID=&idvPIID=36C10X23A0025&contractType=AWARD,0.0
Department of Veterans Affairs,SUICIDE PREVENTION CLINICAL INTERVENTIONS PROGRAM SUPPORT SERVICES,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0223&modNumber=P00001&idvAgencyID=&idvPIID=36C10X20D0006&contractType=AWARD,0.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT-,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10G23N0067&modNumber=P00004&idvAgencyID=&idvPIID=36C10X20D0007&contractType=AWARD,49974.0
Department of Veterans Affairs,GRAPHIC DESIGN ANNUAL REPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22N0112&modNumber=P00003&idvAgencyID=&idvPIID=VA119A17D0157&contractType=AWARD,43725.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ TOPR 0079 FOR OFFICE OF HEALTHCARE TRANSFORMATION STAKEHOLDER ENGAGEMENT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X21N0164&modNumber=P00007&idvAgencyID=&idvPIID=36C10X20D0006&contractType=AWARD,0.0
Department of Veterans Affairs,REVISED LCATS TO MEET GOVERNMENT NEEDS,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23N0146&modNumber=P00006&idvAgencyID=&idvPIID=VA119A17D0101&contractType=AWARD,12600450.0
Department of Veterans Affairs,VECTOR-0143: OSDBU EXECUTIVE LEADERSHIP INTERDISCIPLINARY TACTICAL EXCELLENCE (ELITE) SUPPORT SERVICE,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0153&modNumber=P00001&idvAgencyID=&idvPIID=VA119A17D0132&contractType=AWARD,5865089.0
Department of Veterans Affairs,DATA ANALYTICS,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10G23F0018&modNumber=P00003&idvAgencyID=&idvPIID=GS10F011BA&contractType=AWARD,125000.0
Department of Veterans Affairs,"BUDGET FORMULATION, EXECUTION DATA MANAGEMENT AND OPERATIONS CONSULTING SERVICES.",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22P0102&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,3670908.0
Department of Veterans Affairs,TRANSITION AND ECONOMIC DEVELOPMENT PROGRAM SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X25N0037&modNumber=P00003&idvAgencyID=&idvPIID=36C10X21D0007&contractType=AWARD,651199.0
Department of Veterans Affairs,"INSTITUTE FOR LEARNING, EDUCATION AND DEVELOPMENT - ILEADCAREER PATH DEVELOPMENT CONSULTING TO DEVELOP CAREER PATH GUIDES, COMPETENCY MODELS, DEVELOPMENT PLANS AND ASSESSMENTS",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24C0028&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Veterans Affairs,NEW TASK ORDER FOR 1VA+ BUSINESS MODERNIZATION SERVICES,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X25N0128&modNumber=P00001&idvAgencyID=&idvPIID=VA119A17D0144&contractType=AWARD,0.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- MODIFICATION TO EXTEND ORDERING PERIOD (NO CEILING CHANGE).,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10G24N0135&modNumber=P00001&idvAgencyID=&idvPIID=36C10X20D0007&contractType=AWARD,2840157.0
Department of Veterans Affairs,THE DEPARTMENT OFVETERANS AFFAIRS (VA) DEBT MANAGEMENTCENTER (DMC) ISO 9001:2015 CERTIFICATION AND SURVEILLANCEAUDIT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23P0117&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,44576.0
Department of Veterans Affairs,EXECUTIVE COACHING PROGRAM,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24F0081&modNumber=P00002&idvAgencyID=&idvPIID=36C10X24A0010&contractType=AWARD,1504332.0
Department of Veterans Affairs,TRIBAL CONSULTATION SERVICES BPA ORDER #8 - 2024/2025 TRIBAL CONSULTATION MEETING,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24F0100&modNumber=P00001&idvAgencyID=&idvPIID=36C10X19A0031&contractType=AWARD,0.0
Department of Veterans Affairs,MENLO PARK ENHANCED USE LEASE EUL,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36E77620C0033&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Veterans Affairs,OFFICE OF RISK MANAGEMENT COMMUNICATION SUPPORT.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X20C0065&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD,509572.0
Department of Veterans Affairs,"PAYMENT AND PAYMENT RESOLUTION SERVICES IN SUPPORT OF FINANCIAL SERVICES CENTER (FSC) WACO, TX.",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X20F0040&modNumber=P00011&idvAgencyID=&idvPIID=GS23F053AA&contractType=AWARD,0.0
Department of Veterans Affairs,VHA ENTERPRISE PROGRAM MANAGEMENT OFFICE (EPMO) PACT ACT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24C0021&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,702480.0
Department of Veterans Affairs,"VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- MODIFICATION TO UPDATE CLAUSES, KEY PERSONNEL, AND ADMINISTRATION DATA INCLUDING NEW PARTNER ADDITIONS.",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X22N0215&modNumber=P00003&idvAgencyID=&idvPIID=36C10X20D0006&contractType=AWARD,0.0
Department of Veterans Affairs,GRAPHIC DESIGN SERVICES FOR VHA CENTER FOR HEALTH PROMOTION AND DISEASE PREVENTION,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C24521F0046&modNumber=P00014&idvAgencyID=&idvPIID=47QRAA18D007Y&contractType=AWARD,0.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- ORDER FOR CONGRESSIONAL MANDATED REPORTING (CMR),3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10G23N0065&modNumber=P00006&idvAgencyID=&idvPIID=36C10X20D0002&contractType=AWARD,592846.0
Department of Veterans Affairs,HELP DESK SERVICES FOR VA,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0117&modNumber=P00001&idvAgencyID=&idvPIID=36C10X21A0018&contractType=AWARD,0.0
Department of Veterans Affairs,THE SCOPE OF THIS PERFORMANCE WORK STATEMENT (PWS) INCLUDES HIGHLY COMPLEX HEALTHCARE AND/OR SUPPLY CHAIN EXPERTISE REQUIREMENTS WHICH INCLUDE THE INVOLVEMENT OF MULTIPLE FUNCTIONAL CATEGORIES AND SEVERAL PROGRAM OFFICES AND/OR DEPARTMENTS.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24F0062&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA21D0055&contractType=AWARD,9842842.0
Department of Veterans Affairs,EXPANSION OF FUNCTIONALITY OF EXISTING RURAL MASTERTRACKING DATABASE.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0206&modNumber=P00001&idvAgencyID=&idvPIID=36C10X20D0007&contractType=AWARD,0.0
Department of Veterans Affairs,TMS 2.0 TRAINING,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0067&modNumber=P00002&idvAgencyID=&idvPIID=VA119A17D0101&contractType=AWARD,491919.0
Department of Veterans Affairs,REVISED LCATS TO MEET GOVERNMENT NEEDS,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23N0103&modNumber=P00003&idvAgencyID=&idvPIID=VA119A17D0132&contractType=AWARD,2588567.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACTOVAC SUPPORT SERVICES - TOPR 0017,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X20N0146&modNumber=P00013&idvAgencyID=&idvPIID=36C10X20D0002&contractType=AWARD,8549688.0
Department of Veterans Affairs,PPSO SERVICE SUPPORT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24F0020&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA22D00CC&contractType=AWARD,6711164.0
Department of Veterans Affairs,VECTOR 0057,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X20N0105&modNumber=P00009&idvAgencyID=&idvPIID=VA119A17D0129&contractType=AWARD,0.0
Department of Veterans Affairs,BUSINESS ADVISORY SUPPORT SERVICES.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X25P0003&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Department of Veterans Affairs,"PROCUREMENT POLICY, SYSTEMS, AND OVERSIGHT (PPSO) SUPPORT",3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23F0054&modNumber=P00002&idvAgencyID=&idvPIID=GS00F058GA&contractType=AWARD,4771125.0
Department of Veterans Affairs,VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X21N0153&modNumber=P00008&idvAgencyID=&idvPIID=36C10X20D0004&contractType=AWARD,179192.0
Department of Veterans Affairs,PROGRAM MANAGEMENT SUPPORT SERVICES.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X25N0048&modNumber=P00002&idvAgencyID=&idvPIID=36C10X22A0001&contractType=AWARD,0.0
Department of Veterans Affairs,TASK ORDER FOR DATA ANALYST.,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24N0208&modNumber=P00001&idvAgencyID=&idvPIID=VA119A17D0166&contractType=AWARD,811190.0
Department of Veterans Affairs,MEDICAL DISABILITY EXAMINATION (MDE) CUSTOMER SERVICE SURVEYS,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23N0155&modNumber=P00004&idvAgencyID=&idvPIID=VA119A17D0132&contractType=AWARD,13596533.0
