AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,19723.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,11310.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,24411.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,5491.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,37968.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,9074.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,291.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,18105.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,2611.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,14159.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,22319.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,12550.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,2236.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,1889.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,115.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,8481.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,8579.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,9461.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,5694.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,485.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,935.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,7117.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,9750.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,2452.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,14121.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,14661.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,19215.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,14641.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,13723.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,6306.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,35207.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,8988.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,22109.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,23599.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,11458.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,7161.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,3467.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,43307.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,20600.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,2463.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,2902.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,71.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,7151.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,30246.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,5397.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,4304.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,2975.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,8165.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,1604.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,35762.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,2922.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,1462.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,2162.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,789.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,1416.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,742.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,465.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,67890.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,11970.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,5644.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,12039.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,71073.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,7236.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,27504.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,37483.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,25082.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,6915.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,29011.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,21139.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,25890.0
HHS-NATIONAL INSTITUTES OF HEALTH,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,90525.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION,"State - Research Institution, Foundation, Laboratory",3/7/2025,0.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,65852.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,46950.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,135549.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,56786.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,11339.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,61130.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,37550.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,82035.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,15081.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,88237.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,65224.0
HHS-NATIONAL INSTITUTES OF HEALTH,Lovelace Biomedical Research Institute,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,79656.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,880.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,1517.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,291.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,5673.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,1842.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,1417.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,1470.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,2060.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,2105.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,381.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,649.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,116.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,897.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,568.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,3405.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,2204.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,4803.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,1977.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,880.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,2588.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,368.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,1540.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,3920.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,907.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,352.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,5585.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,3994.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,349.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,1019.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,4683.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,2987.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,2654.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,5880.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,386.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,2598.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,2485.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,3104.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,1928.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,767.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,174.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,46815.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,3220.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,1738.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,308.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,10762.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,15788.0
HHS-NATIONAL INSTITUTES OF HEALTH,MONTCLAIR STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,96874.0
HHS-NATIONAL INSTITUTES OF HEALTH,MONTCLAIR STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,8126.0
HHS-NATIONAL INSTITUTES OF HEALTH,MONTCLAIR STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,4350.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,1665.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,2559.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,2352.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,2503.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,2352.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,2352.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,2352.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,2351.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,4247.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,3634.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,2352.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,2352.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,2352.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,1365.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,16610.0
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,12240.0
